ID EVENT uniek	E_aantal keer vermeld	Titel	DATUM KRANT	Onderwerp	Thema's_categorie	city	country	continent	spreker_samengevoegd	organisator1_gestandaardiseerd	Locatie	Locatie_gestandaardiseerd	STAD STANDAARD_GEGROEPEERD	period
EID741	1.0	Het Handelsblad	1903-05-26 00:00:00	zijne langdurige en merkwaardige ontdekkingstochten in de onbekende binnenlanden van Azië	travel			Azië	HedinSven Anders	Aardrijkskundig Genootschap 	kleine zaal der Harmonie	Koninklijke Harmonie Maatschappij	Antwerpen	1902-1904
EID1307	2.0	Le Nouveau Précurseur	1904-03-03 00:00:00	"""Le Sahara et les pêcheries sahariennes"""	travel			Afrika	HauttecoeurHenri Théodore Léon Joseph	Aardrijkskundig Genootschap 	"""l'Hôtel de Ville"""	Stadshuis	Antwerpen	1902-1904
EID1609	1.0	Het Laatste Nieuws 	1904-10-03 00:00:00	Over den Congostaat'	travel		Congo	Afrika	BulsCharles Gommaire François	Aardrijkskundig Genootschap 	Aardrijkskundig Genootschap			1902-1904
EID1698	1.0	Het Handelsblad	1904-11-24 00:00:00	zijn tweejarig verblijf in de Zuidpoolstreken	travel			Antartica	NordenskjoldNils Otto Gustaf	Aardrijkskundig Genootschap 	de kleine zaal der Harmonie	Koninklijke Harmonie Maatschappij	Antwerpen	1902-1904
EID1704	1.0	Gazet van Antwerpen	1904-11-25 00:00:00	Noordpool	travel			Antartica	NordenskjoldNils Otto Gustaf	Aardrijkskundig Genootschap 	Kleine zaal der Harmonie	Koninklijke Harmonie Maatschappij	Antwerpen	1902-1904
EID1761	2.0	Le Nouveau Précurseur	1904-12-13 00:00:00	"""Ascensions dans l'Himalaya"""	travel			Azië	Bullock WerkmanFanny	Aardrijkskundig Genootschap 	"""Hôtel de Ville (salle des mariages)"""	Stadshuis	Antwerpen	1902-1904
EID1813	3.0	Le Nouveau Précurseur	1904-12-20 00:00:00	la Tripolitaine ancienne et moderne 	travel		Libië	Afrika	Mathuisieulx	Aardrijkskundig Genootschap 	l'hôtel de ville, salle des mariages	Stadshuis	Antwerpen	1902-1904
EID1903	1.0	Het Handelsblad	1914-01-09 00:00:00	L'Albanie du Nord et ses habitants	travel		Albanië	Europa	Nopesa	Aardrijkskundig Genootschap 	Roode Zaal der Harmonie	Koninklijke Harmonie Maatschappij	Antwerpen	1914-1918
EID1973	2.0	Het Handelsblad	1914-01-23 00:00:00	het Kanaal van Panama 	maatschappelijk			Amerika	Jullidières	Aardrijkskundig Genootschap 	Variétés-Schouwburg	Variétés-schouwburg	Antwerpen	1914-1918
EID2185	3.0	Het Handelsblad	1914-02-19 00:00:00	Mission en Mésopotamie	maatschappelijk			Azië	Bey de SimoSanto	Aardrijkskundig Genootschap 	stadhuis (trouwzaal)	Stadshuis	Antwerpen	1914-1918
EID2283	4.0	Het Handelsblad	1914-03-10 00:00:00	Reisindrukken van het Verre Oosten: China, Corea, Japan	travel		China, Korea, Japan	Azië	FranckLouis	Aardrijkskundig Genootschap 	Variétés-Schouwburg	Variétés-schouwburg	Antwerpen	1914-1918
EID2372	2.0	Het Handelsblad	1914-03-23 00:00:00	Autour de la Mer Morte	travel			Azië	PrickarzJ.	Aardrijkskundig Genootschap 	Roode zaal van de Harmonie	Koninklijke Harmonie Maatschappij	Antwerpen	1914-1918
EID267	3.0	Het Handelsblad	1902-11-23 00:00:00	het oude en het hedendaagsche Sicilië	travel		Sicilië	Europa	BulsCharles Gommaire François	Aardrijkskundig Genootschap 	Cercle Artistique	Cercle artistique et littéraire	Antwerpen	1902-1904
EID324	1.0	Le Précurseur	1902-12-13 00:00:00	"""Syrie; Sur le chemin des pèlerins de La Mecque"""	travel	Mekka	Syrië	Azië	CastiauJulien Célestin Fortuné Marcel	Aardrijkskundig Genootschap 	"""L'Hôtel de ville, salle des mariages"""	Stadshuis	Antwerpen	1902-1904
EID325	3.0	Het Handelsblad	1902-12-14 00:00:00	In Syrië - Op den pelgrimsweg naar Mekka	travel	Mekka	Syrië	Azië	CastiauJulien Célestin Fortuné Marcel	Aardrijkskundig Genootschap 	Stadhuis (trouwzaal)	Stadshuis	Antwerpen	1902-1904
EID3894	1.0	De Nieuwe Gazet	1922-05-01 00:00:00	"""Den Everestberg in de Himalaya"""	travel			Azië	Howara BuryCharles 	Aardrijkskundig Genootschap 	Vlaamsche Opera	Vlaamsche Opera	Antwerpen	1922-1924
EID43	1.0	La Métropole	1902-01-22 00:00:00	sur L'île de Ceylan'	travel		Sri Lanka	Azië	KochLauge	Aardrijkskundig Genootschap 	a l'hôtel de ville (salle des marriages)	Stadshuis	Antwerpen	1902-1904
EID4535	4.0	Le Matin	1922-12-05 00:00:00	"""la république Tchéco-Slovaque"""	travel		Tsjecho-Slowakije	Europa	PergameniCharles	Aardrijkskundig Genootschap 	l'Athénée	Koninklijk Atheneum	Antwerpen	1922-1924
EID5523	2.0	De Nieuwe Gazet	1923-05-09 00:00:00	un voyage biologique à Bresil	travel		Brazilië	Amerika	MassartJean Baptiste	Aardrijkskundig Genootschap 	feestzaal koninklijk atheneum	Koninklijk Atheneum	Antwerpen	1922-1924
EID5533	1.0	De Nieuwe Gazet	1923-05-19 00:00:00	ontwerp van overbrenging van de hoofdstad van Brazilië tot de staat van Goyas	maatschappelijk		Brazilië	Amerika	GeorletteFernand	Aardrijkskundig Genootschap 	feestzaal van het Atheneum	Koninklijk Atheneum	Antwerpen	1922-1924
EID5583	2.0	De Nieuwe Gazet	1923-06-13 00:00:00	reis door de Sahara	travel			Afrika		Aardrijkskundig Genootschap 	palladium		Antwerpen	1922-1924
EID6246	5.0	Het Handelsblad	1923-12-11 00:00:00	de Deensche zending in den Sahara	travel			Afrika	OlufsenOle	Aardrijkskundig Genootschap 	in de marmerzaal van den Dierentuin	Dierentuin	Antwerpen	1922-1924
EID64	2.0	Le Précurseur	1902-02-12 00:00:00	"""De Corfou à Athênes"""	travel	Corfu, Athene	Griekenland	Europa	van der BurchAdrien Edouard Guillaume Boudoin Marie graaf	Aardrijkskundig Genootschap 	"""Hôtel de Ville, salle des mariages"""	Stadshuis	Antwerpen	1902-1904
EID6883	5.0	De Nieuwe Gazet	1924-03-26 00:00:00	Exploration de la cote Nord-Ouest du Groenland.'	travel		Groenland	Amerika	KochLauge	Aardrijkskundig Genootschap 	de feestzaal van het Atheneum	Koninklijk Atheneum	Antwerpen	1922-1924
EID7075	1.0	De Nieuwe Gazet	1924-06-13 00:00:00	Du Cameroen au Caire'	travel	Caïro	Kameroen, Egypte	Afrika	Bruneau de Laborie	Aardrijkskundig Genootschap 	in den Dierentuin	Dierentuin	Antwerpen	1922-1924
EID7421	3.0	De Nieuwe Gazet	1924-11-13 00:00:00	Reis in Canada	travel		Canada	Amerika	StraussLouis	Aardrijkskundig Genootschap 	Feestzaal van het Atheneum	Koninklijk Atheneum	Antwerpen	1922-1924
EID8308	1.0	Het Handelsblad	1914-03-27 00:00:00	De doode Zee	travel			Azië	PrickarzJ.	Aardrijkskundig Genootschap 			Antwerpen	1914-1918
EID87	1.0	Le Précurseur		"""La République Argentine"""	travel		Argentinië	Amerika	de NieuwburghPeers	Aardrijkskundig Genootschap 	"""Salle des mariages de l'Hôtel de Ville"""	Stadshuis	Antwerpen	1902-1904
EID954	2.0	Het Handelsblad	1903-11-24 00:00:00	zijne reis van Stockholm naar de Lofoden-eilanden, langs den nieuwen spoorweg door Lapland	travel	Stockholm	Zweden, Noorwegen, Lapland	Europa	De MeyPieter	Aardrijkskundig Genootschap 	trouwzaal, stadhuis	Stadshuis	Antwerpen	1902-1904
EID7668	1.0	De Standaard	1924-12-17 00:00:00	"""Feest in de Abdij"" ""conferentie met lichtbeelden over ""Denemarken"""""	travel		Denemarken	Europa		Abdij Averbode	kloosterrefter Abdij Averbode		Rest	1922-1924
EID5165	1.0	Le Soir	1923-02-26 00:00:00	"""l'expansion coloniale Belge"""	maatschappelijk		Congo	Afrika	Carton de WiartHenri Victor Marie Ghislain graaf	action catholique		Action catholique de St-Gillis	Brussel	1922-1924
EID276	1.0	Le Peuple	1903-07-27 00:00:00	"""Exposition des villes allemandes"" ""En outre, des conférences avec projections lumineuses sont organisées à l'exposition"" "	kunst		Duitsland	Europa		administration de la ville de Dresde				1902-1904
EID298	2.0	het Laatste Nieuws	1902-12-06 00:00:00	In Holland: Moerdijk, Dordrecht, Rotterdam, De Schie, Delft, 'S Gravenhage, Scheveningen, Leiden, Haarlem, Amsterdam, Zaandam, Marken.	travel	Moerdijk, Dordrecht, Rotterdam, De Schie, Delft, 'S Gravenhage, Scheveningen, Leiden, Haarlem, Amsterdam, Zaandam, Marken	Nederland	Europa	KeslerJohan C.	Algemeen Nederlandsch Verbond	Oude Beurs (bovenzaal)	Ancienne Bourse	Brussel	1902-1904
EID7067	2.0	Het Laatste Nieuws	1924-05-26 00:00:00	China: land, volkenkunde, folklore en godsdiensten	travel		China	Azië	Dols	Algemeen Nederlandsch Verbond	Salle Nouvelle	Salle Nouvelle	Brussel	1922-1924
EID1886	2.0	Vlaamsche gazet van Brussel	1914-01-11 00:00:00	Schoon Holland	travel		Nederland	Europa	KeslerJohan C.	Algemeen Nederlansch Verbond	"de herberg ""Otté-Evrard"		Rest	1914-1918
EID2063	1.0	Vlaamsche gazet van Brussel	1914-01-25 00:00:00	Kongo/Berlijn	travel	Berlijn	Congo, Duitsland	Afrika		Algemeen Nederlansch Verbond	"de herberg ""Otté-Evrard"		Rest	1914-1918
EID2193	1.0	Vlaamsche gazet van Brussel	1914-02-21 00:00:00	Hendrik Conscience	kunst		België	Europa	RudelsheimMarten	Algemeen Nederlansch Verbond	studiezaal Atheneum		Rest	1914-1918
EID2204	1.0	Vlaamsche gazet van Brussel	1914-02-26 00:00:00	Boeddhistische Kunst in China	kunst		China	Azië	BorelHenri	Algemeen Nederlansch Verbond	Notarissenhuis		Rest	1914-1918
EID2251	1.0	Vlaamsche gazet van Brussel	1914-03-01 00:00:00	Kongo, onze kolonie	travel		Congo	Afrika		Algemeen Nederlansch Verbond			Rest	1914-1918
EID2330	2.0	Vlaamsche gazet van Brussel	1914-03-01 00:00:00	Eene Reis door Peru (Zuid-Amerika)	travel		Peru	Amerika	BormsAugust	Algemeen Nederlansch Verbond			Rest	1914-1918
EID2395	2.0	Vlaamsche gazet van Brussel	1914-03-29 00:00:00	"Zeeland, de streek der schilderachtige drachten"""	travel	Zeeland	Nederland	Europa	Vrijdagh	Algemeen Nederlansch Verbond	"herberg ""Otte-Evrard"""		Rest	1914-1918
EID3048	1.0	Ons land	1917-12-15 00:00:00	Plantijn en zijn tijd	geschiedenis		België	Europa	DenucéJan	Algemeen Nederlansch Verbond	feestzaal Koninklijk Atheneum	Koninklijk Atheneum	Antwerpen	1914-1918
EID3053	1.0	Ons land	1917-12-15 00:00:00	Plantijn en zijn tijd	geschiedenis		België	Europa	DenucéJan	Algemeen Nederlansch Verbond	feestzaal Koninklijk Atheneum	Koninklijk Atheneum	Antwerpen	1914-1918
EID3059	1.0	Ons land	1917-12-15 00:00:00	Plantijn en zijn tijd	geschiedenis		België	Europa	DenucéJan	Algemeen Nederlansch Verbond	feestzaal Koninklijk Atheneum	Koninklijk Atheneum	Antwerpen	1914-1918
EID3261	1.0	Ons land	1917-12-15 00:00:00	Plantijn en zijn tijd	geschiedenis		België	Europa	DenucéJan	Algemeen Nederlansch Verbond	feestzaal Koninklijk Atheneum	Koninklijk Atheneum	Antwerpen	1914-1918
EID8141	1.0	Gazet van Brussel. Dagblad van het Vlaamsche Volk	1915-07-26 00:00:00	Fransch-Vlaanderen	maatschappelijk		Frankrijk	Europa	BormsAugust	Algemeen Nederlansch Verbond			Rest	1914-1918
EID8212	1.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1917-04-08 00:00:00	Renaissance in Vlaanderen	kunst		België	Europa	DenucéJan	Algemeen Nederlansch Verbond		Koninklijk Atheneum	Antwerpen	1914-1918
EID8213	1.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1918-01-28 00:00:00	Plantijn en zijn tijd	geschiedenis		België	Europa	DenucéJan	Algemeen Nederlansch Verbond			Antwerpen	1914-1918
EID3906	2.0	De Standaard	1922-03-30 00:00:00	"""Kempische Heimatavond"" ""Voordracht met lichtbeelden"""	travel	Kempen	België	Europa	SterkensRemi	Algemeen Vlaamsch Hoogstudentenverbond			Rest	1922-1924
EID1031	1.0	Le Nouveau Précurseur	1903-12-21 00:00:00	"""La seconde traversée de l'Asie par l'explorateur norvégien Sven Hedin"""	travel			Azië	LützenJens	Algemeine Deutsche Schule		Algemeine Deutsche Schule	Antwerpen	1902-1904
EID5871	1.0	Le Soir	1923-10-26 00:00:00	"""Le Congo"""	travel		Congo	Afrika	De BackerJoseph	Amicale des Ingénieurs et Techniciens de l'I.N.E.	l'Ecole normale	Ecole normale de Bruxelles/Ecole normale Charles-Buls	Brussel	1922-1924
EID5907	2.0	Le Soir	1923-10-26 00:00:00	"""Le Congo"""	travel		Congo	Afrika	De BackerJoseph	Amicale des Ingénieurs et Techniciens de l'I.N.E.	l'Ecole normale	Ecole normale de Bruxelles/Ecole normale Charles-Buls	Brussel	1922-1924
EID6781	3.0	De Nieuwe Gazet	1924-03-08 00:00:00	Le Front Belge'	maatschappelijk		België	Europa	MaesG.	Amicale des sous-officiers de la garnison d'Anvers	Tehuis voor Soldaten	Foyer militaire anversois	Antwerpen	1922-1924
EID3615	3.0	De Standaard	1922-02-13 00:00:00	"""Ierschen dag"" ""een voordracht met lichtbeelden"" "	travel		Ierland	Europa	VermeulenJozef	Amicitia Katholieke Vlaamsche studentenbond	Het Volk		Rest	1922-1924
EID3923	2.0	Het Nieuws van den Dag	1922-04-02 00:00:00	"""De kathedraal van Reims"""	travel	Reims	Frankrijk	Europa	FourgousJ.A.	Amis de la Cathédrale de Reims	Egmontpaleis	Palais d'Egmont	Brussel	1922-1924
EID3463	1.0	Le Peuple	1922-01-28 00:00:00	Dans les forêts du Nord de l'Afrique (Algérie, Tunisie, Maroc)	travel		Algerije, Tunisië, Marokko	Afrika	SouguenetLéon	Amis de la Fôret de Soignes	dans la grande salle de l'Union coloniale	Union Coloniale	Brussel	1922-1924
EID4725	3.0	Le Peuple	1923-01-11 00:00:00	Quelques aspects des forêts congolaises	travel		Congo	Afrika	Schouteden-Wéry	Amis de la Fôret de Soignes	dans la grande salle de l'Union coloniale	Union Coloniale	Brussel	1922-1924
EID7714	4.0	Journal De Bruxelles	1924-12-17 00:00:00	des Grands Magasins de Paris, de leur origine et de leur évolution technique	maatschappelijk		Frankrijk	Europa	Valmy-Baysse	Amis de la langue française	Palais du Trocadéro, la tribune des Amis de la Langue française	Palais du Trocadéro	Brussel	1922-1924
EID4797	1.0	Journal De Bruxelles	1923-10-13 00:00:00	L'Allemagne d'aujourd'hui	travel		Duitsland	Europa	Blondel	Amitiés françaises	la salle de l'Union Coloniale	Union Coloniale	Brussel	1922-1924
EID5293	1.0	Le Peuple	1923-03-17 00:00:00	La route des Pyrénées	travel			Europa	Gilles-Lagrange	Amitiés françaises	Union Coloniale	Union Coloniale	Brussel	1922-1924
EID5301	1.0	Journal De Bruxelles	1923-10-13 00:00:00	La Roumanie et les Etats du sudest de l'Europe	travel		Roemenië	Europa	Bienaimé	Amitiés françaises	la salle de l'Union Coloniale	Union Coloniale	Brussel	1922-1924
EID5473	1.0	Journal De Bruxelles	1923-10-13 00:00:00	Pourqoui nous restons dans la Ruhr	maatschappelijk		Duitsland	Europa		Amitiés françaises	la salle de l'Union Coloniale	Union Coloniale	Brussel	1922-1924
EID5493	1.0	De Nieuwe Gazet	1923-04-30 00:00:00	l'art Roman dans le Midi de France	kunst		Frankrijk	Europa	de CuvelierAdolphe Edouard Félix	Amitiés françaises	zaal van het kunstverbond	Cercle artistique et littéraire	Antwerpen	1922-1924
EID5788	6.0	Journal De Bruxelles	1923-10-13 00:00:00	L'Afrique Centrale et le Transaharien	travel			Afrika	AubierAchille	Amitiés françaises	la salle de l'Union Coloniale	Union Coloniale	Brussel	1922-1924
EID6080	3.0	Journal De Bruxelles	1923-10-13 00:00:00	Ce que j'ai vu sur le Rhin et dans la Ruhr	travel	Ruhrgebied	Duitsland	Europa	HinzelinEmile	Amitiés françaises	la salle de l'Union Coloniale	Union Coloniale	Brussel	1922-1924
EID6267	3.0	Journal De Bruxelles	1923-10-13 00:00:00	Le Maroc et son avenir	travel		Marokko	Afrika	GentilLouis	Amitiés françaises	la salle de l'Union Coloniale	Union Coloniale	Brussel	1922-1924
EID6465	2.0	L'Indépendance Belge	1923-10-13 00:00:00	L'Allemagne d'aujourd'hui	travel		Duitsland	Europa	Blondel	Amitiés françaises	la salle de l'Union Coloniae	Union Coloniale	Brussel	1922-1924
EID6827	2.0	L'Indépendance Belge	1923-10-13 00:00:00	La Roumanie et les Etats du Sud-Est de l'Europe	travel		Roemenië	Europa	Bienaimé	Amitiés françaises	la salle de l'Union Coloniae	Union Coloniale	Brussel	1922-1924
EID6984	2.0	L'Indépendance Belge	1923-10-13 00:00:00	Pourqoui nous restons dans la Ruhr	maatschappelijk		Duitsland	Europa		Amitiés françaises	la salle de l'Union Coloniae	Union Coloniale	Brussel	1922-1924
EID7044	1.0	L'Indépendance Belge	1924-04-28 00:00:00	La région française des Causses et des célèbres gorges du Tarn	travel	Causse	Frankrijk	Europa	CuvelierAdolphe Edouard Félix	Amitiés françaises	Royal		Rest	1922-1924
EID7290	2.0	L'Indépendance Belge	1924-10-19 00:00:00	Dans l'Afrique centrale: chez les Touaregs du Niger et de l'Adrar	travel	Adrar	Niger, Algerije	Afrika	de GironcourtG.	Amitiés françaises	la salle du Royal		Rest	1922-1924
EID7418	1.0	L'Indépendance Belge	1924-10-27 00:00:00	Verdun	travel	Verdun	Frankrijk	Europa	Ginisty	Amitiés françaises			Rest	1922-1924
EID7419	1.0	L'Indépendance Belge	1924-10-27 00:00:00	Verdun	travel	Verdun	Frankrijk	Europa	Lombard	Amitiés françaises			Rest	1922-1924
EID8404	1.0	Le Peuple	1923-05-18 00:00:00	La route des Alpes françaises, de Nice à Evian, par Briançon, le Lautaret et Chamonix-Mont Blanc	travel		Frankrijk	Europa	Vèze	Amitiés françaises	Union Coloniale	Union Coloniale	Brussel	1922-1924
EID6349	2.0	Le Soir	1924-01-04 00:00:00	"""l'oeuvre coloniale et civilisatrice de l'Italie"" "	maatschappelijk		Italië	Europa	ZimoloMichelangelo 	Amitiés italiennes	La salle de l'Union Coloniale	Union Coloniale	Brussel	1922-1924
EID7574	1.0	Le Peuple	1924-12-01 00:00:00	Un voyage d'Anvers à New York	travel	Antwerpen, New York	België, Verenigde Staten	Eurpa, Amerika	Bech	Anciens élèves de l'école primaire supérieure d'Ixelles		Ecole n°11	Brussel	1922-1924
EID7617	1.0	Le Peuple	1924-12-09 00:00:00	Impressions d'ALgérie	travel		Algerije	Afrika	RijmersHenri	Anciens élèves de l'école primaire supérieure d'Ixelles		Ecole n°11	Brussel	1922-1924
EID337	1.0	Het Handelsblad	1902-12-25 00:00:00	zijn reis naar Java	travel		Java	Azië	DierckxFrançois Petrus		de grote feestzaal van het collegie		Rest	1902-1904
EID2256	1.0	Het Handelsblad	1914-03-09 00:00:00	10 dagen in Zwitserland	travel		Zwitserland	Europa	De GraefLucien	"Antwerp Tourist Club ""Cosmos"""	"feestzaal ""Peter Benoit"""	"zaal ""Peter Benoit"""	Antwerpen	1914-1918
EID2580	1.0	Het Handelsblad	1914-06-13 00:00:00	Zwitserland	travel		Zwitserland	Europa	De GraefLucien	"Antwerp Tourist Club ""Cosmos"""			Antwerpen	1914-1918
EID2581	3.0	Het Handelsblad	1914-06-16 00:00:00	Onze reis naar de boorden van den Rijn	travel		Duitsland	Europa	Van den BroekFrans	"Antwerp Tourist Club ""Cosmos"""		"zaal ""Peter Benoit"""	Antwerpen	1914-1918
EID3507	3.0	Het Handelsblad	1922-02-02 00:00:00	Eenige beschouwingen over 't Steen, St. Julianusgasthuis, verdwenen oude stadspoorten en Blauwen Toren	travel	Antwerpen	België	Europa	BuyleGustavus Petrus	Antwerpen's Oudheidkundige Kring	Gulden Spoor	Gulden Spoor	Antwerpen	1922-1924
EID3517	1.0	Het Handelsblad	1922-02-08 00:00:00	t Steen, St-Julianusgasthuis, verdwenen oude stadspoorten en den Blauwen Toren	travel	Antwerpen	België	Europa	BuyleGustavus Petrus	Antwerpen's Oudheidkundige Kring	"privaat museum ""Gulden Spoor"""	Gulden Spoor	Antwerpen	1922-1924
EID3723	1.0	De Nieuwe Gazet	1922-03-03 00:00:00	"""De Antwerpsche Naties"""	maatschappelijk		België	Europa	PrimsFlorentinus Hubertus Ludovicus	Antwerpen's Oudheidkundige Kring	Gulden Spoor	Gulden Spoor	Antwerpen	1922-1924
EID4303	1.0	Het Handelsblad	1922-11-07 00:00:00	St-Caroluskerk	travel	Antwerpen	België	Europa	PeetersSimon Hendrik	Antwerpen's Oudheidkundige Kring	Het Gulden Spoor	Gulden Spoor	Antwerpen	1922-1924
EID4929	2.0	Het Handelsblad	1923-02-01 00:00:00	De Stad Aosta (de oude Augusta Praestoria)	travel		Italië	Europa	RatinckxJosephus Leopoldus	Antwerpen's Oudheidkundige Kring	De Gulden Spoor	Gulden Spoor	Antwerpen	1922-1924
EID5202	4.0	De Nieuwe Gazet	1923-03-03 00:00:00	geschiedenis der beeldende kunst in Italië: oudheid tot het hergeboorte tijdvak	kunst		Italië	Europa	Van GoethemFrans	Antwerpen's Oudheidkundige Kring	de gulden spoor	Gulden Spoor	Antwerpen	1922-1924
EID5619	1.0	Het Handelsblad	1923-07-07 00:00:00	Le Tombeau de Tout-Ank-Hamon	geschiedenis		Egypte, het Heilige Land	Afrika	CapartJean François Désiré	Antwerpen's Oudheidkundige Kring	in het museum		Rest	1922-1924
EID6159	1.0	De Nieuwe Gazet	1923-11-30 00:00:00	de Kempische schildersfamilie Francken, vanaf de XVe tot de VXIIIe eeuw	kunst		België	Europa	HartveldSam.	Antwerpen's Oudheidkundige Kring		Gulden Spoor	Antwerpen	1922-1924
EID6547	2.0	Het Handelsblad	1924-02-01 00:00:00	De Egyptische Kunst onder de Rames' dynastie	kunst		Egypte	Afrika	RatinckxJosephus Leopoldus	Antwerpen's Oudheidkundige Kring	Gulden Spoor	Gulden Spoor	Antwerpen	1922-1924
EID6927	2.0	Het Handelsblad	1924-04-08 00:00:00	Antwerpen Stad der Stoeten	travel	Antwerpen	België	Europa	BorrenbergenEmile	Antwerpen's Oudheidkundige Kring	Gulden Spoor	Gulden Spoor	Antwerpen	1922-1924
EID7223	1.0	De Nieuwe Gazet	1924-10-04 00:00:00	Onze Antwerpsche Prachtkerken en Torens. 	travel	Antwerpen	België	Europa		Antwerpen's Oudheidkundige Kring	Gulden Spoor' 	Gulden Spoor	Antwerpen	1922-1924
EID6817	1.0	De Nieuwe Gazet	1924-03-11 00:00:00	Den veldtocht 1914-18'	maatschappelijk		België	Europa	MaesG.	Antwerpsch Tehuis voor Soldaten	het Antwerpsch Tehuis voor Soldaten	Foyer militaire anversois	Antwerpen	1922-1924
EID6341	1.0	Het Handelsblad	1924-01-01 00:00:00	De grootwaterwegen in Noord-West Europa; hun invloed op Antwerpens hinterland	maatschappelijk		België	Europa	Van CaeneghemJ.	Antwerpsche Volksbond	Van Dyckzaal	Van Dyckzaal	Antwerpen	1922-1924
EID3763	1.0	De Nieuwe Gazet	1922-03-02 00:00:00	"""De Burgersvereenigingen in Europa"""	maatschappelijk			Europa	SpiltoirJean	Antwerpse burgervereeniging	Groote zaal van het Kunstverbond	Cercle artistique et littéraire	Antwerpen	1922-1924
EID4081	1.0	Het Handelsblad	1922-06-07 00:00:00	Congo	travel		Congo	Afrika	PauwelsA.	Apostolieke School van Turnhout	ruime feestzaal van het St-Josephscollege		Rest	1922-1924
EID1745	1.0	Gazet van Antwerpen	1904-12-09 00:00:00	Afrikaanse Voortbrengselen, Volksgebruiken, Musulmannen en afgodenpriesters met de werken der Missionarissen	maatschappelijk			Afrika	Sibire	Apostolische School van Lier	Grand Hotel 	Grand Hôtel	Antwerpen	1902-1904
EID2434	1.0	Gazet Van Antwerpen	1914-03-21 00:00:00	onze Colonie, met zijn persoonlijke indrukken en ondervinding	travel		Congo	Afrika	OrbanPaul 	Apostolische School van Turnhout	de zaal Hosdez		Rest	1914-1918
EID7583	4.0	Het Handelsblad	1924-11-30 00:00:00	De Belgische-Colombische betrekkingen	maatschappelijk		België, Colombia	Amerika	Pinto ValderramaRoberto	Association Anversoise des Négoclants Exporteurs	gehoorzaal van het Hooger Handelsgesticht	Hoger Handelsgesticht	Antwerpen	1922-1924
EID7704	6.0	Het Handelsblad	1924-11-30 00:00:00	Brazilië	travel		Brazilië	Amerika	van der BurchAdrien Edouard Guillaume Boudoin Marie graaf	Association Anversoise des Négoclants Exporteurs	gehoorzaal van het Hooger Handelsgesticht	Hoger Handelsgesticht	Antwerpen	1922-1924
EID3637	2.0	Le Matin	1922-02-16 00:00:00	"""Côte d'Emeraude"""	travel			Amerika	HenrotayJean Louis	Association belge de photographie	l'école industrielle	Nijverheidsschool	Antwerpen	1922-1924
EID3716	1.0	Le Matin	1922-03-03 00:00:00	"""le canton du Tessin et les lacs italiens"""	travel		Italië, Zwitserland	Europa	De KockEugenius	Association belge de photographie	l'école industrielle	Nijverheidsschool	Antwerpen	1922-1924
EID4493	1.0	Le Matin	1922-12-05 00:00:00	"in eigen woorden: het redden van de ""superbe Vallée supérieure de l'Ourthe sous une nappe d'eau obtenue par un projet de barrage."""	travel	Luxemburg	België	Europa	ChargoisCharles Victor Dominique Pierre	Association belge de photographie	l'école Industrielle	Nijverheidsschool	Antwerpen	1922-1924
EID496	1.0	Journal De Bruxelles	1903-02-16 00:00:00	Un voyage en Guinée	travel		Guinee	Afrika	PeetersSimon Hendrik	Association belge de photographie	son local (la section louvaniste de l'Association belge de photographie)		Rest	1902-1904
EID661	2.0	Journal De Bruxelles	1903-04-08 00:00:00	La Sicile	travel		Sicilië	Europa	LefébureCharles François Louis	Association belge de photographie	Palais du Midi	Palais du Midi	Brussel	1902-1904
EID73	1.0	Journal De Bruxelles	1902-02-26 00:00:00	"son récent voyage ""autour du Mont Blanc"""	travel			Europa	HanssensMaurice Benoit Gustave Edmond	Association belge de photographie	Palais du Midi	Palais du Midi	Brussel	1902-1904
EID8265	1.0	Journal De Bruxelles	1903-02-16 00:00:00	Bords du Rhin	travel			Europa	Kemna	Association belge de photographie	son local (la section louvaniste de l'Association belge de photographie)		Rest	1902-1904
EID399	1.0	Journal De Bruxelles	1903-01-26 00:00:00	la Roumanie et les Roumains	travel		Roemenië	Europa	KaiserGeorges	Association conservatrice d'Etterbeek	l'association conservatrice d'Etterbeek	Association conservatrice de Bruxelles	Brussel	1902-1904
EID7311	1.0	Journal De Bruxelles	1924-10-26 00:00:00	La Chine, les Chinois et les Chinoises	travel		China	Azië	Lebbe	Association des anciennes élèves de l'école Jules Hallaux	la grande salle de l'école 	Ecole Jules Hallaux	Brussel	1922-1924
EID4214	1.0	Journal De Bruxelles	1922-10-08 00:00:00	Le Congo	travel		Congo	Afrika	JonnartAlbert	Association des anciens élèves du collège Saint-Stanislas			Rest	1922-1924
EID510	9.0	Het Handelsblad	1903-02-22 00:00:00	Rome en Italië	travel	Rome	Italië	Europa	De MeyPieter	Association des journalistes catholiques de Belgique	kring Union et Travail 	Cercle Union et Travail	Brussel	1902-1904
EID2415	3.0	Le Vingtième Siècle	1914-03-31 00:00:00	Le Brésil modern et l'expansion belge	maatschappelijk		Brazilië	Amerika	BoïarskiL. 	Association des licenciées des écoles supérieures de commerce 	l'Union Coloniale Belge	Union Coloniale	Brussel	1914-1918
