ID EVENT uniek	E_aantal keer vermeld	Titel	DATUM KRANT	Onderwerp	Thema's_categorie	city	country	continent	spreker_samengevoegd	organisator1_gestandaardiseerd	Locatie	Locatie_gestandaardiseerd	STAD STANDAARD_GEGROEPEERD	period
EID3008	2.0	De legerbode	1916-11-02 00:00:00	het werk van de Belgen in Afrika (1914-1916)	maatschappelijk			Afrika	Cayen	Association Generale Belge 	feestzaal van de mairie van het Xe arrondissement			1914-1918
EID6786	1.0	Le Matin	1924-03-09 00:00:00	"""Un coup d'oeil sur le développement économique due Canada"""	maatschappelijk		Canada	Amerika	de BrayA. -J. 	Association générale des étudiants de l'Institut supérieur de commerce	"""Le grand amphitéâtre de l'Institut'"	Hoger Handelsgesticht: Grand Amphithéâtre	Antwerpen	1922-1924
EID6958	1.0	Le Soir	1924-03-30 00:00:00	"""Impressions du front"""	travel			Europa	Grognet	Association nationale des combattants			Rest	1922-1924
EID7232	1.0	Journal De Bruxelles	1924-10-09 00:00:00	Bruges la Belle	travel	Brugge	België	Europa		Association policière Hooger Op	la salle des Concerts		Rest	1922-1924
EID6138	1.0	L'Indépendance Belge	1923-11-29 00:00:00	le Japon	travel		Japan	Azië	Daugimont	Association pour la propagation de la langue française	salle du Variété Palace		Rest	1922-1924
EID7321	1.0	L'Indépendance Belge	1924-10-29 00:00:00	Soldats français en Belgique. Souvenier de la Campagne 1914-1918	maatschappelijk		België	Europa	TasnierL. 	Association pour la propagation de la langue française	Variétés Palace		Rest	1922-1924
EID7367	2.0	De Standaard	1924-11-01 00:00:00	"""Werk der Bedevaarten naar den Ijzer. - Voordrachten met lichtbeelden"" ""opnieuw den kruistocht hernomen heeft om het werk der Bedevaarten naar den Ijzer en het dubbele lijden onzer jongens aan de vuurlinie aan het Vlaamsch publiek te doen kennen. Zoo zal Prof. Dr Daels spreken over de IJzerjongens"" ""De voordrachten met lichtbeelden zijn uiterst belangrijk, daar en nu een 70-tal zichten uit het frontleven onzer jongens in voorkomen, meestal door onze jongens op enkele meters van den vijand genomen. De voordracht bestaat uit twee deelen: 1. Met onze jongens aan den IJzer; 2. Joe English en het werk der Bedevaarten naar de graven van den IJzer"""	maatschappelijk		België	Europa	Daels Frans	Bedevaarten naar den Ijzer			Rest	1922-1924
EID7381	4.0	De Standaard	1924-11-01 00:00:00	"""Werk der Bedevaarten naar den Ijzer. - Voordrachten met lichtbeelden"" ""opnieuw den kruistocht hernomen heeft om het werk der Bedevaarten naar den Ijzer en het dubbele lijden onzer jongens aan de vuurlinie aan het Vlaamsch publiek te doen kennen. Zoo zal Prof. Dr Daels spreken over de IJzerjongens"" ""een zelfde voordracht met lichtbeelden gehouden"" ""De voordrachten met lichtbeelden zijn uiterst belangrijk, daar en nu een 70-tal zichten uit het frontleven onzer jongens in voorkomen, meestal door onze jongens op enkele meters van den vijand genomen. De voordracht bestaat uit twee deelen: 1. Met onze jongens aan den IJzer; 2. Joe English en het werk der Bedevaarten naar de graven van den IJzer"""	maatschappelijk		België	Europa	RomboutsJef	Bedevaarten naar den Ijzer		Zaal Rodenbach	Antwerpen	1922-1924
EID7055	1.0	Het Laatste Nieuws	1924-06-10 00:00:00	opdelvingen in de doodenstad en de stad van Palmyre	geschiedenis		Syrië	Azië	CumontFranz	Belgische Akademie	universiteit in Londen			1922-1924
EID2065	4.0	Het morgenblad: volksdagblad	1914-02-11 00:00:00	tal-Paard	maatschappelijk			Europa	Frateur	Belgische Boerenbond			Rest	1914-1918
EID2101	1.0	Het Handelsblad	1914-02-14 00:00:00	"hoe in Holland het tuinbouwonderwijs in ingericht en bevorderd geworden en wat Staat en openbare machten ervoor hebben gedaan."""	maatschappelijk		Nederland	Europa	Claassen	Belgische Boerenbond			Rest	1914-1918
EID3349	1.0	Het Handelsblad	1922-12-29 00:00:00	De landbouw in Denemarken	maatschappelijk		Denemarken	Europa	Van OlmenAug.	Belgische Boerenbond			Rest	1922-1924
EID4476	1.0	De Standaard	1922-12-28 00:00:00	"""Denemarken"""	travel		Denemarken	Europa	Van OlmenAug.	Belgische Boerenbond			Brussel	1922-1924
EID4655	3.0	De Standaard	1922-12-17 00:00:00	"""Denemarken"""	travel		Denemarken	Europa	Van OlmenAug.	Belgische Boerenbond			Rest	1922-1924
EID7757	4.0	Het Handelsblad	1924-12-14 00:00:00	het wezen en de werking van den Belgischen Boerenbond	maatschappelijk		België	Europa	Luytgaerens	Belgische Boerenbond			Rest	1922-1924
EID4257	1.0	De Nieuwe Gazet	1922-10-25 00:00:00	"""Tcheco-Slovakije"""	travel		Tsjecho-Slowakije	Europa	Tyttl	Belgische Esperantisten	Café Suisse	Café Suisse	Antwerpen	1922-1924
EID5630	1.0	Het Laatste Nieuws	1923-08-04 00:00:00	Belgisch Kongo	travel		Congo	Afrika	Bequaert	Biologisch Genootschap	Normaalschool	Stedelijke Normaalschool	Antwerpen	1922-1924
EID5746	1.0	Het Handelsblad	1923-10-02 00:00:00	den Landbouw in Denemarken	maatschappelijk		Denemarken	Europa	Casteels	Boerengilden	feestzaal van het gesticht der Broeders Hieronymieten van de arrondissementsbond der Waassche Boerengilden		Rest	1922-1924
EID5862	1.0	De Standaard	1923-10-23 00:00:00	"""om een belangrijke voordracht met lichtbeelden bij te wonen over: ""den aardappelkweek in Polen en den toestand van den landbouw aldaar"""""	maatschappelijk		Polen	Europa	Raymaekers	Boerengilden	Volksbond		Rest	1922-1924
EID6385	1.0	De Standaard	1924-01-19 00:00:00	"""Algemeene vergadering van het Verbond der Boerengilden van het Arrond. Dendermonde"" ""eene voordracht met lichtbeelden over ""De Landbouw in Denemarken"""""	maatschappelijk		Denemarken	Europa	Van OlmenAug.	Boerengilden	zaal van den Mariakring		Rest	1922-1924
EID6978	3.0	De Standaard	1924-04-04 00:00:00	"""groote vergadering"" ""Voordracht met lichtbeelden over ""De landbouw in Denemarken"""""	maatschappelijk		Denemarken	Europa	Van OlmenAug.	Boerengilden	grote zaal		Rest	1922-1924
EID7193	3.0	Het Handelsblad	1924-09-20 00:00:00	aardappelteelt in Polen	maatschappelijk		Polen	Europa	Raeymaekers	Boerengilden	groote feestzaal van het bisschappelijk college		Rest	1922-1924
EID8344	1.0	Het Vlaamsche Nieuws - Vlaamsche Gazet	1915-03-25 00:00:00	De Pyremneën en de stierengevechten	travel			Europa	RijmersHenri	Bond der Vrienden van School 10	school 10	Ecole Communale n°10	Brussel	1914-1918
EID6535	1.0	Het Laatste Nieuws	1924-02-02 00:00:00	Fransch-Vlaanderen	maatschappelijk		Frankrijk	Europa	HansA.	Bond der West-Vlamingen	t Hof van Tilmont	Hof van Tilmont	Brussel	1922-1924
EID4592	4.0	Volksgazet	1922-12-12 00:00:00	"""Onderwerp: a) De stad Konstantinopel; b) Het oude en tegenwoordige Griekenland"""	travel	Constantinopel	Turkijke, Griekenland	Europa	SomersJulius Ludovicus Livinus	Bond Gediplomeerde Oud-Leerlingen der Nijverheidsschool van Antwerpen	Conferentiezaal der Nijverheidsschool	Nijverheidsschool	Antwerpen	1922-1924
EID4766	1.0	De Nieuwe Gazet	1923-01-20 00:00:00	de werkhuizen De Naeyer, te Willebroek met hunne fabricatiën	maatschappelijk		België	Europa	Selleslaghs Guil.	Bond Gediplomeerde Oud-Leerlingen der Nijverheidsschool van Antwerpen	conferentiezaal Nijverschool	Nijverheidsschool	Antwerpen	1922-1924
EID5107	1.0	Het Laatste Nieuws	1923-02-22 00:00:00	"""Het Panamakanaal"""	maatschappelijk			Amerika	SanctorumG. 	Bond Gediplomeerde Oud-Leerlingen der Nijverheidsschool van Antwerpen	Konferentiezaal der Nijverheidsschool	Nijverheidsschool	Antwerpen	1922-1924
EID5111	1.0	De Nieuwe Gazet	1923-02-22 00:00:00	het Panamakanaal	maatschappelijk			Amerika		Bond Gediplomeerde Oud-Leerlingen der Nijverheidsschool van Antwerpen	Nijverheidsschool	Nijverheidsschool	Antwerpen	1922-1924
EID4492	1.0	De Standaard	1922-12-02 00:00:00	"""Het Heilig Hart in de beeldende Kunst"""	travel			Afrika	VullingsPeter Johannes	Bond van het Heilig Hart van Sint-Augustinus Parochie		Sint-Augustus Werkmanskring	Antwerpen	1922-1924
EID5303	2.0	Het Handelsblad	1923-03-15 00:00:00	Het godsdienstige leven in Congo	maatschappelijk		Congo	Afrika	Carpentier	Bond van het Heilig Hart van Sint-Augustinus Parochie	feestzaal 	Sint-Augustus Werkmanskring	Antwerpen	1922-1924
EID3505	2.0	Het Nieuws van den Dag	1922-02-03 00:00:00	"""1) Reis naar 't Heilig Land; 2) De wonderen van Jesus; 3) Het Kanaal van Suez"""	travel		Egypte, het Heilige Land	Azië		Broeders Xaverianen			Rest	1922-1924
EID3728	1.0	Het Nieuws van den Dag	1922-03-05 00:00:00	"""""Een reis naar Lourdes"", beschouwd van een godsdienstig, geschiedkundig en aardrijkskundig standpunt"""	travel		Frankrijk	Europa		Broeders Xaverianen			Rest	1922-1924
EID3768	2.0	De Standaard	1922-03-11 00:00:00	"""voordracht, met lichtbeelden"" """"Lourdes"""""	travel		Frankrijk	Europa		Broeders Xaverianen	Lokaal der Xaverianen		Rest	1922-1924
EID5823	1.0	Het Handelsblad	1923-10-26 00:00:00	Hongarije en voornamelijk de hoofdstad Boedapest, terloops sprak hij van den Bolsjewistischen leider Bella-Kun en diens gruweldaden gepleegd in 1919	maatschappelijk		Hongarije	Europa	KnebelMiklos 	Broeders Xaverianen	De Valk		Rest	1922-1924
EID1035	7.0	Het Handelsblad	1903-12-06 00:00:00	Antwerpsche bedevaart naar Lourdes	travel	Antwerpen, Lourdes	België, Frankrijk	Europa	Isodorus	Burgerkring	"groote zaal van den ""Burgerkring"""	Burgerkring	Antwerpen	1902-1904
EID525	2.0	Het Handelsblad	1903-03-06 00:00:00	de reis naar Rome door Zwitserland en Italië	travel	Rome	Italië, Zwitserland	Europa	Janssens	Burgerkring	Burgerkring	Burgerkring	Antwerpen	1902-1904
EID532	15.0	Het Handelsblad	1903-01-09 00:00:00	zijn laatste bedevaart naar den Paus	travel	Rome	Italië	Europa	Janssens	Burgerkring	Burgerkring	Burgerkring	Antwerpen	1902-1904
EID5857	4.0	Het Handelsblad	1923-10-21 00:00:00	Opper-Congo	travel		Congo	Afrika	Huys	Burgerkring	"groote zaal van den ""Burgerkring"""	Burgerkring	Antwerpen	1922-1924
EID6941	1.0	Journal De Bruxelles	1924-04-11 00:00:00	le République du Chili	travel		Chili	Amerika	KoningCarlos	Cambre de commerce belgo-latino-américaine	la grand auditoire de l'Union Coloniale 	Union Coloniale	Brussel	1922-1924
EID7626	1.0	Journal De Bruxelles	1924-12-16 00:00:00	"Panama, nous a entretenus de son pays ""Carrefour du commerce mondial"""	travel		Panama	Amerika	GarayNarcisse	Cambre de commerce belgo-latino-américaine	le grand auditoire de l'Union colonial	Union Coloniale	Brussel	1922-1924
EID8370	2.0	Journal De Bruxelles	1914-04-18 00:00:00	la décentralisation artistique et l'art rustique en Ardennes	kunst		België	Europa	TombuLéon 	"Cercle ""Florenville-Vollégiature"""			Rest	1914-1918
EID4490	2.0	De Nieuwe Gazet	1922-12-01 00:00:00	"""Katanga"""	travel	Katanga	Congo	Afrika	SiebenArthur	"Cercle ""Steeds Hooger"""	Liberaal Huis	Liberaal Huis	Antwerpen	1922-1924
EID6260	1.0	De Nieuwe Gazet	1923-12-14 00:00:00	de haven van Antwerpen	maatschappelijk		België	Europa	BorrenbergenEmile	"Cercle ""Steeds Hooger"""	liberaal huis	Liberaal Huis	Antwerpen	1922-1924
EID4685	1.0	De Nieuwe Gazet	1923-01-06 00:00:00	de koninklijke serren van Laeken	travel	Laken	België	Europa	Blanpain	"Cercle ""Unitas"""	feestzaal koninklijk atheneum	Koninklijk Atheneum	Antwerpen	1922-1924
EID6063	2.0	De Nieuwe Gazet	1923-11-22 00:00:00	Siam	travel		Siam	Azië	BurnierR.A.M.	"Cercle ""Unitas"""	zaal koninklijk atheneum	Koninklijk Atheneum	Antwerpen	1922-1924
EID2584	1.0	Journal De Bruxelles	1914-06-27 00:00:00	les splendeurs des serres de Laeken 	travel	Laken	België	Europa	Blanpain	Cercle Africain 	Cercle Africain	Union Coloniale	Brussel	1914-1918
EID1018	1.0	Le Nouveau Précurseur	1903-12-17 00:00:00	"""Grand-Duché du Luxembourg historique et pittoresque"""	travel		Luxemburg	Europa	Mallinger	Cercle artistique et littéraire	"""Au Cercle Artistique"""	Cercle artistique et littéraire	Antwerpen	1902-1904
EID104	2.0	L'Indépendance Belge	1902-03-20 00:00:00	la Draperie grecque dans l'art et dans la vie	kunst		Griekenland	Europa	De MotCharles Jean Emile Auguste Ernest	Cercle artistique et littéraire	Cercle artistique et littéraire	Cercle artistique et littéraire	Brussel	1902-1904
EID1041	2.0	L'Indépendance Belge	1903-12-18 00:00:00	La Corse, nature et moeurs	travel		Corsica	Europa	BulsCharles Gommaire François	Cercle artistique et littéraire	Cercle artistique et littéraire 	Cercle artistique et littéraire	Brussel	1902-1904
EID1238	4.0	Le Nouveau Précurseur	1904-02-15 00:00:00	"""Les Primitifs Français"""	kunst		Frankrijk	Europa	VitryEugène Paul	Cercle artistique et littéraire			Antwerpen	1902-1904
EID1271	1.0	Le Nouveau Précurseur	1904-02-25 00:00:00	"""Au pays du Roi Minos"""	travel		Griekenland	Europa	RoerschAlphonse Louis	Cercle artistique et littéraire		Cercle artistique et littéraire	Antwerpen	1902-1904
EID1357	2.0	Le Nouveau Précurseur	1904-03-14 00:00:00	"""A travers l'Inde anglause, du Maduré au Punjab"""	travel	Maduré, Punjab	India	Azië	van der BurchAdrien Edouard Guillaume Boudoin Marie graaf	Cercle artistique et littéraire		Cercle artistique et littéraire	Antwerpen	1902-1904
EID1497	1.0	La Métropole 	1904-05-04 00:00:00	le Nord de l'Inde et le Japon	travel		Japan, India	Azië	van der BurchAdrien Edouard Guillaume Boudoin Marie graaf	Cercle artistique et littéraire	Verenigingslokaal Cercle Royal Artistique, Littéraire et scientifique d'Anvers	Cercle artistique et littéraire	Antwerpen	1902-1904
EID1720	1.0	Le Nouveau Précurseur	1904-12-01 00:00:00	"""Pays de Mme Chrysanthème (Japon)"""	travel		Japan	Azië	BurePaul 	Cercle artistique et littéraire	"""au Cercle Royal Artistique"""	Cercle artistique et littéraire	Antwerpen	1902-1904
EID1795	3.0	Le Nouveau Précurseur	1904-12-20 00:00:00	Les Pyramides d'Egypte	geschiedenis		Egypte	Afrika	ClaesTobi Joseph	Cercle artistique et littéraire	la grande salle du Cercle royal artistique	Cercle artistique et littéraire	Antwerpen	1902-1904
EID1816	1.0	La Métropole 	1904-12-23 00:00:00	des Alpes dauphinoise	travel			Europa	MattonHenri Aimé	Cercle artistique et littéraire	Katholieken Kring	Katholieken Kring, fotografie-afdeling	Antwerpen	1902-1904
EID1845	1.0	Het Handelsblad	1904-12-29 00:00:00	zijne reis door Lapland e naar de Noord-Kaap	travel	Lapland	Finland	Europa	De MeyPieter	Cercle artistique et littéraire	Kunstkring	Cercle artistique et littéraire	Antwerpen	1902-1904
EID1950	6.0	De Nieuwe Gazet	1914-01-02 00:00:00	Les Pyramides d'après les dernières découvertes	geschiedenis		Egypte	Afrika	CapartJean François Désiré	Cercle artistique et littéraire	Koninklijk Kunstverbond	Cercle artistique et littéraire	Antwerpen	1914-1918
EID2135	1.0	Het Handelsblad	1914-02-13 00:00:00	Rome-Italië	travel	Rome	Italië	Europa	ClaesAndreas Ernestus Josephus	Cercle artistique et littéraire	Koninklijke Burgerkring	Burgerkring	Antwerpen	1914-1918
EID2236	3.0	L'Indépendance Belge	1914-03-05 00:00:00	George Sand à Nohant	travel	Nohant-Vic	Frankrijk	Europa	BrissonAdolphe	Cercle artistique et littéraire	l'Université des Annales (Cercle Artistique et Littéraire)	Cercle artistique et littéraire	Brussel	1914-1918
EID2281	1.0	Journal d'Anvers: hebdomadaire de la vie anversoise	1914-03-19 00:00:00	Vincet van Gogh et de son oeuvre	kunst			Europa	Bremmer	Cercle artistique et littéraire	Cercle Royal artistique	Cercle artistique et littéraire	Antwerpen	1914-1918
EID2451	1.0	Journal d'Anvers: hebdomadaire de la vie anversoise	1914-04-10 00:00:00	Jordaens, peintre des Beuveries	kunst			Europa	Fierens-GevaertHippolyte	Cercle artistique et littéraire	Cercle Artistique	Cercle artistique et littéraire	Antwerpen	1914-1918
EID2463	1.0	Journal d'Anvers: hebdomadaire de la vie anversoise	1914-04-10 00:00:00	la Suède et ses beautés naturelles	travel		Zweden	Europa	MathotR.-E. 	Cercle artistique et littéraire	Cercle Artistique	Cercle artistique et littéraire	Antwerpen	1914-1918
EID2569	2.0	Het Handelsblad	1914-05-22 00:00:00	Beieren, Tyrol, Spanje	travel	Beieren, Tyrol	Duitsland, Oostenrijk, Spanje	Europa	ClaesAndreas Ernestus Josephus	Cercle artistique et littéraire	bovenzaal Koninklijke Burgerkring	Burgerkring	Antwerpen	1914-1918
EID272	1.0	Het Laatste Nieuws	1902-11-29 00:00:00	Sicilië	travel		Sicilië	Europa	BulsCharles Gommaire François	Cercle artistique et littéraire	Cercle Artistique	Cercle artistique et littéraire	Antwerpen	1902-1904
EID2803	1.0	Le Quotidien	1915-10-12 00:00:00	En Espagne	travel		Spanje	Europa	Soil de MoriaméEugène Justin	Cercle artistique et littéraire	la salle du Cercle Aristique		Rest	1914-1918
EID282	3.0	Le Précurseur	1902-12-03 00:00:00	"""Au pays des fiords: Copenhague, Golhembourg, Stockholm, Christiania, moeurs et coutumes"""	travel	Kopenhagen, Golhembourg, Stockholm, Christiania	Denemarken, Zweden	Europa	De MayolleJeanne	Cercle artistique et littéraire		Cercle artistique et littéraire	Antwerpen	1902-1904
EID296	1.0	L'Indépendance Belge	1902-11-22 00:00:00	la Sicile ancienne et moderne	travel		Sicilië	Europa	BulsCharles Gommaire François	Cercle artistique et littéraire	Cercle artistique et littéraire	Cercle artistique et littéraire	Brussel	1902-1904
EID393	1.0	L'Indépendance Belge	1903-01-25 00:00:00	l'art japonais	kunst		Japan	Azië	KoechlenRaymond	Cercle artistique et littéraire	Cercle artistique et littéraire 	Cercle artistique et littéraire	Brussel	1902-1904
EID415	5.0	Het Handelsblad	1903-01-30 00:00:00	son voyage en Birmanie	travel		Birma	Azië	PhilippsonMaurice Richard Manuel	Cercle artistique et littéraire		Cercle artistique et littéraire	Antwerpen	1902-1904
EID4748	2.0	L'Indépendance Belge	1923-01-17 00:00:00	Champollion et l'art égyptien	kunst		Egypte	Afrika	CapartJean François Désiré	Cercle artistique et littéraire	Cercle artistique et littéraire de Bruxelles	Cercle artistique et littéraire	Brussel	1922-1924
EID4956	1.0	Le Soir	1923-02-09 00:00:00	"""Voyage aux Pays-Bas de l'artiste italien Remigio Cantagallina"""	travel		Nederland	Europa	Fierens-GevaertHippolyte	Cercle artistique et littéraire	Institut des hautes études		Rest	1922-1924
EID5025	1.0	Het Laatste Nieuws	1923-02-14 00:00:00	"""tochten boven de Alpen, in Transvaal en Egypte"""	travel		Egypte	Afrika	Spelterini	Cercle artistique et littéraire	zaal van den kring Avondstond		Rest	1922-1924
EID5092	4.0	De Nieuwe Gazet	1923-01-31 00:00:00	a travers l'Afrique Australe et central	travel			Afrika	Carton de WiartHenri Victor Marie Ghislain graaf	Cercle artistique et littéraire	Kunstverbond	Cercle artistique et littéraire	Antwerpen	1922-1924
EID5278	3.0	Le Matin	1923-03-12 00:00:00	"""Bords du Rhône"""	travel		Duitsland	Europa	FauréGabriel	Cercle artistique et littéraire	"""au cercle artistique"""	Cercle artistique et littéraire	Antwerpen	1922-1924
EID5509	2.0	De Nieuwe Gazet	1923-04-17 00:00:00	de vallei der koningen: ontdekking van het graf van Toetanchamon	geschiedenis		Egypte	Afrika	CapartJean François Désiré	Cercle artistique et littéraire	Kunstverbond	Cercle artistique et littéraire	Antwerpen	1922-1924
EID5516	1.0	De Nieuwe Gazet	1923-05-08 00:00:00	Rusland	travel		Rusland	Europa	Gilliard Pierre	Cercle artistique et littéraire	Kunstverbond	Cercle artistique et littéraire	Antwerpen	1922-1924
EID568	3.0	L'Indépendance Belge	1903-03-11 00:00:00	Terres cuites grecques de Tanagra	kunst		Griekenland	Europa	PottierEdmond François Paul	Cercle artistique et littéraire	Cercle artistique et littéraire	Cercle artistique et littéraire	Brussel	1902-1904
EID57	2.0	L'Indépendance Belge	1902-02-05 00:00:00	la peinture des vases grecs 	kunst		Griekenland	Europa	PottierEdmond François Paul	Cercle artistique et littéraire	Cercle artistique et littéraire de Bruxelles	Cercle artistique et littéraire	Brussel	1902-1904
EID572	2.0	L'Indépendance Belge	1903-03-11 00:00:00	Terres cuites grecques de Tanagra	kunst		Griekenland	Europa	PottierEdmond François Paul	Cercle artistique et littéraire	Cercle artistique et littéraire	Cercle artistique et littéraire	Brussel	1902-1904
EID604	2.0	Le Soir	1903-03-23 00:00:00	"""En Birmanie"""	travel		Birma	Azië	PhilippsonMaurice Richard Manuel	Cercle artistique et littéraire		Cercle artistique et littéraire	Brussel	1902-1904
EID6186	1.0	Le Soir	1923-12-06 00:00:00	"""Le Mexique"""	travel		Mexico	Amerika	MichelCharles Norbert Joseph Marie	Cercle artistique et littéraire	Cercle artistique	Cercle artistique et littéraire	Brussel	1922-1924
EID6284	3.0	Le Matin	1923-12-18 00:00:00	"""Sienne, ville d'art"""	travel	Siena	Italië	Europa	Van den HeuvelJules	Cercle artistique et littéraire	"""au cercle artistique"""	Cercle artistique et littéraire	Antwerpen	1922-1924
